city_name,city_url,locality_name,price_range_per_sq_ft,avg_price_per_sq_ft,price_rise
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Krishnarajapura,"990-14,129 / sqft","10,759.91 / sqft",Not Available
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Chandapura Anekal Road,"3,334-4,112 / sqft","3,977.16 / sqft",51.6%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Devanahalli,"3,499-10,656 / sqft","9,27.62 / sqft",13.4%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Whitefield,"3,111-11,381 / sqft","9,271.58 / sqft",46.4%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Electronic City Phase 1,"656-12,960 / sqft","8,932.54 / sqft",55.5%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Sarjapur,"2,430-10,917 / sqft","9,829.39 / sqft",-10.8%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Jakkur,"4,000-16,564 / sqft","13,703.87 / sqft",30.5%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Chandapura,"2,750-6,923 / sqft","5,672.37 / sqft",12.6%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Begur,"2,304-15,160 / sqft","9,331.87 / sqft",58%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Varthur,"2,441-54,545 / sqft","31,112.8 / sqft",-10%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Yelahanka,"1,741-15,855 / sqft","10,128.63 / sqft",89.8%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Marsur,"2,258-4,785 / sqft","4,218.59 / sqft",6.8%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,HSR Layout,"2,000-69,163 / sqft","21,270.44 / sqft",99%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,J. P. Nagar,"3,750-16,119 / sqft","11,848.32 / sqft",Not Available
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Anekal City,"3,125-5,981 / sqft","5,896.03 / sqft",33.9%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Subramanyapura,"3,434-10,985 / sqft","10,365.07 / sqft",100%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Rajajinagar,"825-22,880 / sqft","18,521.49 / sqft",-20.1%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Koramangala,"4,030-18,221 / sqft","16,352.71 / sqft",68.9%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Budigere Cross,"3,350-10,000 / sqft","9,283.98 / sqft",146.7%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,BTM Layout,"3,213-37,467 / sqft","10,721.65 / sqft",107.3%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Bagaluru Near Yelahanka,"3,518-11,098 / sqft","10,896.1 / sqft",13%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Electronics City,"800-15,750 / sqft","9,930.28 / sqft",12.6%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Talaghattapura,"2,600-64,989 / sqft","30,474.32 / sqft",-6.5%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Bellandur,"3,510-13,421 / sqft","11,144.66 / sqft",89.2%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Mahadevapura,"3,176-13,456 / sqft","12,948.82 / sqft",81.2%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Electronic City Phase 2,"1,857-10,831 / sqft","9,480.18 / sqft",11.2%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Hebbal,"3,364-51,067 / sqft","28,850.1 / sqft",162.5%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,RR Nagar,"3,923-13,158 / sqft","12,164.86 / sqft",-10.6%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Horamavu,"2,609-10,407 / sqft","8,678.94 / sqft",26.1%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Kalyan Nagar,"3,490-10,703 / sqft","9,174.27 / sqft",-12.6%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Jigani,"2,967-6,515 / sqft","4,622.26 / sqft",133.2%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Marathahalli,"3,292-21,404 / sqft","11,539.65 / sqft",82.5%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Kannamangala,"2,899-11,494 / sqft","8,548.24 / sqft",44%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Narayanapura on Hennur Main Road,"3,500-13,333 / sqft","10,872.15 / sqft",51.2%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Gottigere,"2,979-12,598 / sqft","10,993.53 / sqft",15.1%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Ramamurthy Nagar,"2,350-12,714 / sqft","9,321.4 / sqft",45.4%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Indira Nagar,"3,333-20,377 / sqft","17,600.2 / sqft",39.9%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Banashankari,"3,588-14,258 / sqft","11,513.9 / sqft",191.4%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Kumbalgodu,"1,625-9,966 / sqft","8,637.44 / sqft",11.3%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Banaswadi,"1,917-17,105 / sqft","12,54.31 / sqft",40.2%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Hennur,"3,333-11,274 / sqft","10,228 / sqft",52.2%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Chamrajpet,"6,885-20,000 / sqft","17,861.58 / sqft",27%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Murugeshpalya,"4,579-5,333 / sqft","5,163.12 / sqft",Not Available
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Yeshwantpur,"3,924-20,063 / sqft","17,398.79 / sqft",24.5%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Kannur on Thanisandra Main Road,"760-12,509 / sqft","8,694.43 / sqft",-2.7%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Hulimavu,"3,285-11,111 / sqft","9,986.25 / sqft",95.1%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Bagalur,"3,684-9,904 / sqft","8,277.07 / sqft",217.8%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Battarahalli,"3,259-6,918 / sqft","5,980.9 / sqft",15.4%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Chikkanayakanahalli at Off Sarjapur,"4,400-13,077 / sqft","12,488.73 / sqft",38.2%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Bannerghatta Main Road,"5,973-8,375 / sqft","8,167.95 / sqft",138.8%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Uttarahalli,"3,111-13,554 / sqft","10,978.23 / sqft",36%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Bommasandra,"2,083-11,250 / sqft","6,448.77 / sqft",65%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Sarjapur Road Post Railway Crossing,"1,971-10,593 / sqft","8,812.76 / sqft",175.2%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Konanakunte,"3,287-13,247 / sqft","10,618.11 / sqft",114.5%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Kaggadasapura,"3,286-6,898 / sqft","6,469.91 / sqft",8.5%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Harlur,"3,478-11,667 / sqft","10,77.71 / sqft",73.8%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Vidyaranyapura,"2,146-12,232 / sqft","9,811.92 / sqft",82.3%
Bangalore,https://www.makaan.com/price-trends/property-rates-for-buy-in-bangalore?page=1,Nagarbhavi,"4,552-10,951 / sqft","9,770.41 / sqft",27.8%
